CustomerName,ProductSpecifics,DeliverySchedule,SteelWirePrice,PowderPaintCost,ElectricityCost,MarketDemand,Quantity,Profit(%),BasePrice,SalesPrice,ProposalPrice,CustomerReturn
Evans PLC,Welded Wire Fence,2023-12-08,597.2,2.3,86.47,50,98,7,698.47,747.3629000000001,73241.56420000001,Accepted
Thomas Murphy and Jensen,Welded Wire Fence,2023-11-13,606.56,3.9,97.03,75,58,12,726.2399999999999,813.3888,47176.5504,Negotiation
Smith Yoder and Johnson,Welded Wire Fence,2023-11-21,608.2,3.49,93.35,75,3,12,723.7900000000001,810.6448,2431.9344,Accepted
Carr Inc,Welded Wire Fence,2023-01-26,599.88,2.69,85.44,50,42,12,700.51,784.5712,32951.9904,Negotiation
Edwards-Williams,Welded Wire Fence,2023-09-09,614.12,3.24,97.79,100,1,10,740.15,814.165,814.165,Rejected
Herring and Sons,Welded Wire Fence,2023-12-06,590.62,3.88,94.77,50,25,12,701.77,785.9824,19649.56,Rejected
Cruz Carter and Gray,Welded Wire Fence,2023-05-04,604.35,3.1,84.39,75,141,12,710.59,795.8608,112216.37280000001,Accepted
Alvarado-Foley,Welded Wire Fence,2024-01-03,591.86,3.53,81.11,50,100,7,689.0,737.23,73723.0,Rejected
Robinson Anderson and Ferguson,Welded Wire Fence,2023-03-23,604.33,2.95,93.93,75,90,12,719.96,806.3552000000001,72571.96800000001,Negotiation
Fernandez Hernandez and Pollard,Welded Wire Fence,2023-11-12,603.96,3.04,84.18,75,52,12,709.9300000000001,795.1216000000001,41346.323200000006,Accepted
Patterson Inc,Welded Wire Fence,2023-11-06,601.22,3.83,93.28,75,107,12,717.08,803.1296000000001,85934.86720000001,Negotiation
Young Stafford and Welch,Welded Wire Fence,2023-10-04,602.63,3.05,95.88,75,119,12,720.31,806.7471999999999,96002.91679999999,Negotiation
Holt Ltd,Welded Wire Fence,2023-03-17,602.62,2.29,84.57,75,94,12,708.23,793.2176000000001,74562.4544,Rejected
Coffey-Richards,Welded Wire Fence,2023-06-24,624.11,3.2,84.44,100,55,12,736.75,825.16,45383.799999999996,Accepted
Johnston Hoffman and Lowe,Welded Wire Fence,2024-01-16,605.35,3.98,87.57,50,105,7,709.4000000000001,759.0580000000001,79701.09000000001,Accepted
Todd-Lopez,Welded Wire Fence,2024-01-13,603.33,2.87,80.85,50,85,7,699.5500000000001,748.5185000000001,63624.07250000001,Accepted
Fox PLC,Welded Wire Fence,2024-01-08,603.6,2.85,94.05,50,49,12,713.0,798.56,39129.439999999995,Rejected
Todd-Sparks,Welded Wire Fence,2023-11-30,608.78,2.6,84.49,75,78,12,714.62,800.3744,62429.2032,Negotiation
Johnston Murphy and Brown,Welded Wire Fence,2023-10-05,603.22,2.52,89.75,75,50,12,714.24,799.9488,39997.44,Accepted
Burke-Collins,Welded Wire Fence,2023-07-22,629.67,3.98,89.45,100,13,10,748.1,822.9100000000001,10697.830000000002,Accepted
Martinez-Tran,Welded Wire Fence,2023-09-11,627.33,3.02,97.83,100,63,12,753.1800000000001,843.5616,53144.3808,Rejected
Miller-Snyder,Welded Wire Fence,2023-02-04,608.94,2.09,99.78,50,71,7,723.3100000000001,773.9417000000001,54949.860700000005,Rejected
Moon Stewart and Wiggins,Welded Wire Fence,2023-09-15,601.37,3.68,81.74,100,117,12,711.79,797.2048,93272.9616,Accepted
Hughes Brooks and Ramos,Welded Wire Fence,2023-07-18,631.39,3.19,89.45,100,74,12,749.0300000000001,838.9136000000001,62079.606400000004,Accepted
Fleming LLC,Welded Wire Fence,2023-03-02,609.27,3.76,80.09,75,146,12,711.87,797.2944,116404.9824,Accepted
Cole PLC,Welded Wire Fence,2023-11-18,609.8,3.04,80.3,75,14,12,711.8899999999999,797.3167999999998,11162.435199999998,Accepted
Miller-Crawford,Welded Wire Fence,2023-10-03,603.26,3.08,81.08,75,20,12,706.1700000000001,790.9104000000001,15818.208000000002,Negotiation
Kirby and Sons,Welded Wire Fence,2023-11-14,605.45,2.28,98.99,75,11,12,725.47,812.5264,8937.7904,Negotiation
Baker Allen and Kennedy,Welded Wire Fence,2023-01-26,601.25,2.02,87.52,50,148,7,703.29,752.5202999999999,111373.00439999999,Rejected
Benson PLC,Welded Wire Fence,2023-03-19,605.69,2.91,85.14,75,31,12,712.49,797.9888000000001,24737.652800000003,Negotiation
Whitaker-Greer,Welded Wire Fence,2023-01-25,607.05,3.69,98.55,50,90,7,721.79,772.3153,69508.377,Negotiation
Johnson Ramirez and Maldonado,Welded Wire Fence,2023-02-24,591.36,3.92,97.63,50,65,7,705.41,754.7887,49061.265499999994,Accepted
Wu Smith and Gamble,Welded Wire Fence,2023-07-08,609.2,3.85,84.64,100,149,12,722.69,809.4128000000001,120602.50720000001,Rejected
Miller Inc,Welded Wire Fence,2023-02-28,598.24,3.0,85.37,50,45,12,699.11,783.0032,35235.144,Accepted
Valdez-Martinez,Welded Wire Fence,2023-04-01,606.85,2.97,87.48,75,116,12,716.0500000000001,801.9760000000001,93029.21600000001,Rejected
Henderson Gates and Clark,Welded Wire Fence,2023-03-02,601.44,2.35,83.48,75,134,12,706.0200000000001,790.7424000000001,105959.48160000001,Negotiation
Lowe Group,Welded Wire Fence,2023-06-20,623.41,3.28,90.15,100,40,10,741.8399999999999,816.0239999999999,32640.959999999995,Accepted
Sanders Washington and Hawkins,Welded Wire Fence,2023-07-28,607.79,2.98,97.74,100,144,12,733.51,821.5312,118300.4928,Rejected
Strickland PLC,Welded Wire Fence,2023-10-19,600.39,3.44,93.32,75,110,12,715.9000000000001,801.8080000000001,88198.88,Rejected
Williams-Tyler,Welded Wire Fence,2023-01-31,609.8,3.45,82.12,50,80,7,707.87,757.4209,60593.672,Accepted
Ruiz Campbell and Cross,Welded Wire Fence,2023-07-22,629.61,2.54,99.46,100,80,12,756.61,847.4032,67792.256,Negotiation
Holder LLC,Welded Wire Fence,2023-06-18,628.21,3.63,84.98,100,135,12,741.82,830.8384000000001,112163.18400000001,Accepted
Moss Inc,Welded Wire Fence,2023-05-06,601.55,2.72,81.95,75,10,12,704.97,789.5664,7895.664000000001,Rejected
Duarte-Benson,Welded Wire Fence,2024-01-08,594.47,3.48,97.34,50,150,7,707.7900000000001,757.3353000000001,113600.29500000001,Negotiation
Roth-Morris,Welded Wire Fence,2023-05-23,603.78,2.41,81.26,75,41,12,706.1999999999999,790.944,32428.703999999998,Negotiation
Anderson Castro and Nichols,Welded Wire Fence,2023-12-26,593.01,3.0,82.01,50,34,12,690.52,773.3824,26295.0016,Negotiation
Preston-Carter,Welded Wire Fence,2023-02-11,608.47,2.48,99.39,50,57,7,722.84,773.4388,44086.0116,Accepted
Gibson Ltd,Welded Wire Fence,2023-10-12,609.6,3.6,92.57,75,62,12,724.52,811.4624,50310.6688,Accepted
Collins Stout and Craig,Welded Wire Fence,2023-07-15,608.09,2.23,97.87,100,56,12,733.19,821.1728,45985.6768,Accepted
Riggs Jimenez and Hoover,Welded Wire Fence,2023-09-05,612.02,3.89,85.56,100,149,12,726.47,813.6464000000001,121233.31360000001,Rejected
Clark Frederick and Davis,Welded Wire Fence,2023-01-24,597.14,2.26,83.24,50,82,7,695.14,743.7998,60991.5836,Rejected
Harmon Group,Welded Wire Fence,2023-05-16,608.67,3.77,93.26,75,83,12,724.4499999999999,811.3839999999999,67344.87199999999,Accepted
Hoffman Garrett and Rogers,Welded Wire Fence,2023-10-01,603.5,2.32,97.95,75,137,12,722.5200000000001,809.2224000000001,110863.46880000002,Rejected
Cabrera LLC,Welded Wire Fence,2023-12-16,593.29,2.59,87.32,50,69,7,695.7,744.399,51363.531,Accepted
Mcknight Mcintyre and Miller,Welded Wire Fence,2023-07-24,630.72,2.52,84.96,100,1,10,743.2,817.52,817.52,Rejected
Rodriguez-Rivera,Welded Wire Fence,2023-01-31,591.71,2.91,96.36,50,105,7,703.48,752.7236,79035.978,Negotiation
Powers-Knapp,Welded Wire Fence,2023-02-11,607.96,3.97,96.01,50,46,12,720.44,806.8928000000001,37117.0688,Negotiation
Johnson-Taylor,Welded Wire Fence,2023-10-27,604.55,2.63,93.89,75,102,12,719.8199999999999,806.1984,82232.2368,Rejected
Wallace Robinson and Peterson,Welded Wire Fence,2023-06-05,604.8,2.2,86.11,100,139,12,718.11,804.2832,111795.3648,Accepted
Hughes Group,Welded Wire Fence,2023-02-07,602.51,3.23,90.11,50,104,7,708.35,757.9345000000001,78825.18800000001,Accepted
Davis-Bates,Welded Wire Fence,2023-08-26,607.88,3.06,85.02,100,145,12,720.9599999999999,807.4751999999999,117083.90399999998,Negotiation
Salas PLC,Welded Wire Fence,2023-07-24,614.36,2.9,89.26,100,107,12,731.52,819.3024,87665.35680000001,Accepted
Gonzales-Watson,Welded Wire Fence,2023-06-13,630.5,3.45,94.49,100,87,12,753.44,843.8528000000001,73415.19360000001,Rejected
Hill Glenn and Moody,Welded Wire Fence,2023-04-28,603.09,2.28,95.29,75,92,12,719.41,805.7392,74128.0064,Rejected
Diaz Schwartz and Manning,Welded Wire Fence,2023-12-19,593.94,2.65,88.09,50,92,7,697.1800000000001,745.9826,68630.3992,Negotiation
Barry-Adams,Welded Wire Fence,2023-10-06,606.43,2.72,98.97,75,71,12,726.87,814.0944,57800.702399999995,Accepted
Hall Inc,Welded Wire Fence,2023-10-31,604.75,3.84,82.63,75,66,12,709.97,795.1664000000001,52480.98240000001,Negotiation
Hughes-Gonzalez,Welded Wire Fence,2023-03-18,604.29,2.45,89.51,75,116,12,715.0,800.8,92892.79999999999,Rejected
White-Johnson,Welded Wire Fence,2023-02-10,608.61,3.02,84.07,50,135,7,708.2,757.774,102299.49,Negotiation
Huang-Johnson,Welded Wire Fence,2023-01-31,608.4,2.73,94.41,50,91,7,718.04,768.3027999999999,69915.5548,Rejected
Nguyen-Fuentes,Welded Wire Fence,2023-03-02,608.51,3.08,91.71,75,29,12,722.0500000000001,808.696,23452.184,Rejected
White Wood and Thompson,Welded Wire Fence,2023-05-07,604.93,3.13,88.34,75,87,12,715.15,800.968,69684.216,Accepted
Bell PLC,Welded Wire Fence,2023-05-13,603.68,3.58,84.99,75,62,12,711.0,796.3199999999999,49371.84,Accepted
Wise PLC,Welded Wire Fence,2023-04-27,600.42,3.82,83.12,75,43,12,706.11,790.8432,34006.257600000004,Rejected
Meadows Ltd,Welded Wire Fence,2023-06-09,612.56,2.29,93.64,100,139,12,733.4899999999999,821.5087999999998,114189.72319999998,Negotiation
Harris-Adams,Welded Wire Fence,2023-02-13,600.83,2.49,98.51,50,19,12,714.33,800.0496,15200.942400000002,Accepted
Harris LLC,Welded Wire Fence,2023-08-06,617.94,3.03,81.33,100,107,12,727.3000000000001,814.576,87159.632,Rejected
Douglas-Davis,Welded Wire Fence,2023-04-06,606.25,2.19,89.95,75,20,12,717.1400000000001,803.1968000000002,16063.936000000003,Rejected
Murphy-Jackson,Welded Wire Fence,2023-05-14,603.15,3.81,85.66,75,90,12,711.3699999999999,796.7343999999998,71706.09599999999,Negotiation
Ross PLC,Welded Wire Fence,2023-03-25,602.74,3.39,93.85,75,85,12,718.73,804.9776,68423.096,Negotiation
Randolph Group,Welded Wire Fence,2023-02-04,604.16,3.85,82.88,50,77,7,703.39,752.6273,57952.3021,Negotiation
Barber Ingram and Benjamin,Welded Wire Fence,2023-03-28,601.31,3.98,90.88,75,65,12,714.92,800.7103999999999,52046.17599999999,Rejected
Stevens-Keith,Welded Wire Fence,2023-05-02,607.06,3.88,90.16,75,34,12,719.8499999999999,806.2319999999999,27411.887999999995,Negotiation
Evans-Weiss,Welded Wire Fence,2023-03-20,604.86,3.33,92.99,75,8,12,719.9300000000001,806.3216000000001,6450.572800000001,Rejected
Riddle LLC,Welded Wire Fence,2023-04-04,601.48,2.57,99.52,75,99,12,722.32,808.9984000000001,80090.8416,Accepted
Sullivan PLC,Welded Wire Fence,2023-05-29,605.27,3.69,92.58,75,34,12,720.2900000000001,806.7248000000001,27428.643200000002,Rejected
Clark Howard and Beltran,Welded Wire Fence,2023-10-21,600.31,3.31,84.59,75,18,12,706.9599999999999,791.7951999999999,14252.313599999998,Rejected
Harris-Parsons,Welded Wire Fence,2023-09-25,613.31,3.7,86.04,100,38,10,728.05,800.855,30432.49,Accepted
Martin-Russell,Welded Wire Fence,2023-08-23,627.72,2.86,96.94,100,95,12,752.52,842.8224,80068.128,Rejected
Norris Walter and Schultz,Welded Wire Fence,2023-12-02,596.74,3.14,84.07,50,137,7,696.45,745.2015,102092.6055,Accepted
Nelson-Ward,Welded Wire Fence,2023-07-25,609.95,2.33,85.38,100,92,12,722.6600000000001,809.3792000000001,74462.8864,Accepted
Castillo Moore and Clark,Welded Wire Fence,2024-01-05,609.11,2.37,97.32,50,138,7,721.3,771.7909999999999,106507.158,Negotiation
Graves Carter and Roberts,Welded Wire Fence,2023-11-20,604.0,3.14,99.93,75,143,12,725.8199999999999,812.9183999999999,116247.33119999999,Accepted
Braun Griffin and Santana,Welded Wire Fence,2023-09-16,631.31,2.09,85.92,100,14,10,744.3199999999999,818.752,11462.527999999998,Rejected
Jones Inc,Welded Wire Fence,2023-08-02,635.75,2.95,90.87,100,104,12,754.57,845.1184000000001,87892.31360000001,Accepted
Mosley-Dillon,Welded Wire Fence,2023-11-01,609.09,2.04,84.52,75,124,12,714.4,800.1279999999999,99215.87199999999,Rejected
Thomas Contreras and Erickson,Welded Wire Fence,2023-11-06,603.15,2.9,88.53,75,41,12,713.3299999999999,798.9295999999999,32756.113599999997,Negotiation
Daniels LLC,Welded Wire Fence,2023-11-29,602.58,3.46,99.89,75,88,12,724.6800000000001,811.6416,71424.4608,Negotiation
Collins LLC,Welded Wire Fence,2023-07-28,616.66,3.69,90.65,100,111,12,736.0,824.3199999999999,91499.51999999999,Rejected
Tran-Saunders,Welded Wire Fence,2023-05-29,600.6,3.06,89.59,75,2,12,712.0,797.44,1594.88,Rejected
Murphy Ltd,Welded Wire Fence,2023-09-25,639.06,2.04,82.14,100,45,10,748.2399999999999,823.0639999999999,37037.87999999999,Negotiation
Sanford Inc,Welded Wire Fence,2024-01-03,608.31,2.13,93.1,50,88,7,716.04,766.1628,67422.32639999999,Negotiation
Durham Ltd,Welded Wire Fence,2023-08-23,608.66,2.98,99.52,100,17,10,736.16,809.776,13766.192,Rejected
Christensen-Hernandez,Welded Wire Fence,2023-08-30,639.12,2.46,85.45,100,16,10,752.0300000000001,827.2330000000001,13235.728000000001,Accepted
Jones-Reynolds,Welded Wire Fence,2023-04-15,602.04,3.72,89.56,75,77,12,714.0699999999999,799.7583999999999,61581.396799999995,Accepted
Richard Ltd,Welded Wire Fence,2023-09-17,634.1,2.06,80.06,100,4,10,741.22,815.3420000000001,3261.3680000000004,Negotiation
Rodriguez Reilly and Dickson,Welded Wire Fence,2023-02-15,599.16,3.42,84.79,50,143,7,699.8699999999999,748.8608999999999,107087.10869999998,Rejected
Sandoval-Miller,Welded Wire Fence,2023-01-24,602.66,2.9,96.62,50,96,7,714.68,764.7076,73411.9296,Accepted
Morales Ltd,Welded Wire Fence,2023-01-28,591.21,3.61,87.09,50,122,7,694.4100000000001,743.0187000000001,90648.2814,Accepted
Jones Parker and Reed,Welded Wire Fence,2023-09-19,614.45,3.36,86.79,100,32,10,729.6,802.5600000000001,25681.920000000002,Negotiation
Smith Lyons and James,Welded Wire Fence,2023-03-20,605.13,3.99,83.83,75,30,12,711.7,797.104,23913.120000000003,Rejected
Johnson-Moody,Welded Wire Fence,2023-11-06,603.53,2.64,80.16,75,149,12,705.0799999999999,789.6895999999999,117663.75039999999,Accepted
Jones-Mcclain,Welded Wire Fence,2023-11-17,606.62,2.62,90.88,75,34,12,718.87,805.1344,27374.569600000003,Accepted
Ayers-Dixon,Welded Wire Fence,2023-04-01,602.63,2.65,93.68,75,60,12,717.71,803.8352,48230.112,Negotiation
May Sullivan and Hayes,Welded Wire Fence,2023-07-17,636.56,3.61,99.39,100,3,10,764.56,841.016,2523.048,Negotiation
Ortiz Whitehead and Smith,Welded Wire Fence,2023-04-19,606.93,2.46,98.17,75,90,12,726.31,813.4671999999999,73212.048,Rejected
Garcia LLC,Welded Wire Fence,2023-05-18,603.87,2.14,86.84,75,116,12,711.6,796.9920000000001,92451.07200000001,Rejected
Rodgers Inc,Welded Wire Fence,2023-03-15,607.9,2.35,88.82,75,67,12,717.8199999999999,803.9584,53865.2128,Accepted
Bowen Stephens and Neal,Welded Wire Fence,2023-11-07,606.82,3.62,91.43,75,81,12,720.6200000000001,807.0944000000002,65374.64640000001,Accepted
Taylor Inc,Welded Wire Fence,2024-01-07,595.16,3.01,82.4,50,131,7,693.0699999999999,741.5849,97147.6219,Negotiation
Terry Clark and Sexton,Welded Wire Fence,2023-11-10,609.53,2.87,91.28,75,63,12,722.43,809.1216,50974.6608,Accepted
Smith Group,Welded Wire Fence,2023-07-27,614.23,3.63,99.75,100,117,12,742.61,831.7232,97311.6144,Rejected
Mcdonald-Young,Welded Wire Fence,2023-07-22,608.0,2.63,95.24,100,25,10,730.87,803.957,20098.925,Rejected
Zimmerman-Moore,Welded Wire Fence,2023-02-15,594.99,3.77,98.16,50,108,7,709.42,759.0794,81980.57519999999,Accepted
Martin Inc,Welded Wire Fence,2023-12-26,591.09,2.06,94.6,50,22,12,700.25,784.28,17254.16,Negotiation
Glover Montgomery and Merritt,Welded Wire Fence,2023-01-31,599.34,2.69,98.76,50,86,7,713.2900000000001,763.2203000000001,65636.9458,Negotiation
Gordon Inc,Welded Wire Fence,2023-10-04,609.07,2.76,80.4,75,94,12,710.98,796.2976,74851.97439999999,Negotiation
Bonilla-Powell,Welded Wire Fence,2023-06-02,610.36,2.11,97.07,100,98,12,734.54,822.6848,80623.1104,Rejected
Weiss Jones and Garcia,Welded Wire Fence,2023-04-10,603.99,3.46,85.17,75,24,12,711.37,796.7344,19121.6256,Negotiation
Hancock Cox and Frederick,Welded Wire Fence,2023-06-30,622.75,3.73,94.04,100,3,10,745.52,820.072,2460.216,Accepted
Allen Ochoa and Green,Welded Wire Fence,2023-02-20,591.57,3.64,90.94,50,87,7,698.6500000000001,747.5555,65037.3285,Accepted
Morris-Kelly,Welded Wire Fence,2024-01-03,605.29,3.7,85.83,50,96,7,707.32,756.8324,72655.9104,Rejected
Henderson Avila and Contreras,Welded Wire Fence,2023-06-23,634.66,2.92,87.71,100,85,12,750.29,840.3248,71427.608,Rejected
Malone-Medina,Welded Wire Fence,2024-01-16,595.61,2.91,91.53,50,14,12,702.55,786.856,11015.984,Accepted
Henderson Tran and Beasley,Welded Wire Fence,2023-05-07,600.94,2.54,97.97,75,4,12,720.2,806.624,3226.496,Rejected
Davis Fisher and Young,Welded Wire Fence,2023-03-15,600.5,3.03,94.23,75,123,12,716.51,802.4911999999999,98706.41759999999,Rejected
Randall-Jensen,Welded Wire Fence,2023-05-31,602.68,2.05,92.9,75,119,12,716.3799999999999,802.3455999999999,95479.12639999998,Rejected
Garcia Ramirez and Colon,Welded Wire Fence,2023-03-01,604.24,3.96,84.22,75,84,12,711.1700000000001,796.5104000000001,66906.8736,Negotiation
Francis Young and Castro,Welded Wire Fence,2023-08-14,629.11,3.11,93.73,100,115,12,750.95,841.0640000000001,96722.36000000002,Negotiation
Clarke-Gibbs,Welded Wire Fence,2023-10-19,604.81,3.52,86.25,75,51,12,713.3299999999999,798.9295999999999,40745.4096,Accepted
Smith-Hobbs,Welded Wire Fence,2023-02-02,600.76,3.92,81.11,50,28,12,698.29,782.0848,21898.3744,Negotiation
Carey Curry and Rowe,Welded Wire Fence,2023-10-11,605.5,3.42,83.66,75,74,12,711.3299999999999,796.6895999999999,58955.030399999996,Accepted
Willis Oliver and Vang,Welded Wire Fence,2024-01-10,601.22,2.2,85.56,50,73,7,701.48,750.5836,54792.6028,Accepted
Rodriguez Taylor and Sanchez,Welded Wire Fence,2023-10-29,608.26,3.82,88.15,75,70,12,718.98,805.2576,56368.032,Negotiation
Brown Rodriguez and Wilson,Welded Wire Fence,2023-07-08,614.8,3.7,87.15,100,5,10,730.65,803.7149999999999,4018.575,Accepted
Bradley-Johnson,Welded Wire Fence,2023-02-17,605.85,2.09,84.11,50,41,12,704.5500000000001,789.0960000000001,32352.936000000005,Rejected
Lopez Inc,Welded Wire Fence,2023-10-02,602.55,3.25,89.21,75,18,12,713.76,799.4112,14389.401600000001,Rejected
Miranda Ltd,Welded Wire Fence,2023-03-29,606.96,3.97,94.17,75,80,12,723.85,810.712,64856.96,Negotiation
Yu Smith and Petersen,Welded Wire Fence,2023-11-05,602.25,2.92,97.87,75,126,12,721.79,808.4048,101859.00480000001,Accepted
Bell Morgan and Jackson,Welded Wire Fence,2023-04-02,602.66,3.69,89.94,75,136,12,715.04,800.8448,108914.8928,Rejected
Joseph-Greene,Welded Wire Fence,2023-03-01,603.94,2.41,95.85,75,15,12,720.95,807.464,12111.960000000001,Rejected
Lin-Bailey,Welded Wire Fence,2023-08-14,615.86,3.46,82.74,100,108,12,727.0600000000001,814.3072000000001,87945.17760000001,Rejected
Sullivan Inc,Welded Wire Fence,2023-09-06,606.46,2.28,96.05,100,14,10,729.79,802.769,11238.766,Negotiation
Butler-Henson,Welded Wire Fence,2023-06-09,608.48,2.34,92.67,100,91,12,728.49,815.9088,74247.7008,Negotiation
Allen King and Jenkins,Welded Wire Fence,2023-07-30,628.46,2.85,80.95,100,11,10,737.2600000000001,810.9860000000001,8920.846000000001,Rejected
Owen Jones and Gonzales,Welded Wire Fence,2023-11-29,602.95,2.41,97.43,75,71,12,721.54,808.1247999999999,57376.860799999995,Negotiation
Parker Inc,Welded Wire Fence,2023-09-08,638.57,2.35,98.27,100,90,12,764.19,855.8928000000001,77030.35200000001,Rejected
Bell and Sons,Welded Wire Fence,2023-11-14,601.16,3.88,93.98,75,17,12,717.77,803.9024,13666.340799999998,Accepted
Miller Rollins and Norris,Welded Wire Fence,2023-10-05,604.68,3.81,96.57,75,106,12,723.81,810.6672,85930.7232,Negotiation
Watkins-Fuller,Welded Wire Fence,2023-10-13,601.75,2.45,83.84,75,25,12,706.7900000000001,791.6048000000001,19790.120000000003,Rejected
Snyder-Valenzuela,Welded Wire Fence,2023-08-04,622.58,3.47,85.99,100,54,12,737.0400000000001,825.4848000000001,44576.179200000006,Rejected
Gutierrez Pittman and Smith,Welded Wire Fence,2023-05-27,603.71,2.65,94.68,75,2,12,719.79,806.1648,1612.3296,Negotiation
Dominguez Inc,Welded Wire Fence,2023-02-06,600.34,3.96,97.5,50,146,7,714.3000000000001,764.301,111587.94600000001,Accepted
Scott Martinez and Rivers,Welded Wire Fence,2023-10-21,605.4,3.63,93.48,75,51,12,721.26,807.8112,41198.3712,Accepted
Coleman-Sullivan,Welded Wire Fence,2023-10-07,603.42,2.48,93.03,75,66,12,717.68,803.8016,53050.9056,Negotiation
Smith Williams and Johnson,Welded Wire Fence,2023-07-21,608.62,2.29,86.18,100,34,10,722.0899999999999,794.299,27006.165999999997,Accepted
Perkins-Williams,Welded Wire Fence,2023-04-04,605.29,2.8,84.96,75,88,12,711.8,797.2159999999999,70155.00799999999,Accepted
Jenkins Stone and Garner,Welded Wire Fence,2023-07-04,624.14,3.73,89.94,100,143,12,742.81,831.9472,118968.44959999999,Accepted
Pena-Mullins,Welded Wire Fence,2023-10-20,603.86,2.25,98.41,75,7,12,723.27,810.0624,5670.4368,Negotiation
Moss Inc,Welded Wire Fence,2023-08-16,635.99,2.23,95.56,100,80,12,758.78,849.8335999999999,67986.688,Rejected
Hunter-Mitchell,Welded Wire Fence,2023-02-22,593.2,3.57,93.84,50,9,12,703.1100000000001,787.4832000000001,7087.348800000002,Rejected
Brennan Alvarado and Rodriguez,Welded Wire Fence,2023-05-11,604.85,3.75,84.0,75,86,12,711.35,796.712,68517.232,Negotiation
Lin Downs and Mosley,Welded Wire Fence,2023-08-13,616.38,2.87,89.56,100,123,12,733.81,821.8671999999999,101089.6656,Accepted
Bridges LLC,Welded Wire Fence,2023-02-02,594.94,2.85,85.54,50,96,7,695.83,744.5381,71475.6576,Rejected
Davis-Stewart,Welded Wire Fence,2023-10-21,608.41,3.04,95.63,75,38,12,725.8299999999999,812.9295999999999,30891.3248,Negotiation
Rodriguez Butler and Thomas,Welded Wire Fence,2023-11-22,606.36,3.97,89.46,75,26,12,718.5400000000001,804.7648000000002,20923.884800000003,Accepted
Murray and Sons,Welded Wire Fence,2023-04-03,609.82,3.87,86.2,75,103,12,718.6400000000001,804.8768000000001,82902.31040000002,Rejected
King Patterson and Bennett,Welded Wire Fence,2023-01-26,605.89,2.86,95.66,50,81,7,716.91,767.0937,62134.589700000004,Accepted
Parker Group,Welded Wire Fence,2023-09-12,625.74,3.1,95.6,100,64,12,749.44,839.3728000000001,53719.859200000006,Rejected
Maldonado Jackson and Gonzales,Welded Wire Fence,2023-05-12,603.16,2.89,90.49,75,17,12,715.29,801.1247999999999,13619.121599999999,Accepted
Stephens LLC,Welded Wire Fence,2023-12-06,600.69,3.01,85.79,50,70,7,701.99,751.1293000000001,52579.05100000001,Negotiation
Wright Ford and Patrick,Welded Wire Fence,2023-07-29,638.0,3.54,92.56,100,75,12,759.0999999999999,850.1919999999999,63764.399999999994,Rejected
Garner Peck and Gonzales,Welded Wire Fence,2023-08-02,606.95,3.78,94.65,100,64,12,730.38,818.0255999999999,52353.638399999996,Rejected
Walton Walters and Anderson,Welded Wire Fence,2023-07-10,620.32,3.05,96.51,100,103,12,744.88,834.2656,85929.3568,Accepted
Barrett Inc,Welded Wire Fence,2024-01-13,604.0,3.71,92.05,50,30,12,712.26,797.7312,23931.935999999998,Negotiation
Vasquez PLC,Welded Wire Fence,2023-04-18,605.25,2.41,99.82,75,114,12,726.23,813.3776,92725.0464,Rejected
Brown-Deleon,Welded Wire Fence,2023-09-30,616.4,2.4,95.78,100,37,10,739.5799999999999,813.5379999999999,30100.905999999995,Rejected
Burnett Wolfe and Barnes,Welded Wire Fence,2023-03-10,606.14,2.24,96.88,75,121,12,724.01,810.8912,98117.8352,Negotiation
Sanchez LLC,Welded Wire Fence,2023-09-25,634.44,2.68,92.84,100,128,12,754.96,845.5552,108231.0656,Accepted
Finley-Brooks,Welded Wire Fence,2024-01-03,601.31,2.78,84.19,50,54,7,700.78,749.8346,40491.068400000004,Accepted
Lambert-Alexander,Welded Wire Fence,2024-01-11,604.88,2.4,82.11,50,133,7,701.89,751.0223,99885.9659,Rejected
Mullen Wright and Williams,Welded Wire Fence,2023-08-19,625.96,2.57,99.28,100,87,12,752.8100000000001,843.1472000000001,73353.80640000002,Accepted
Dunn Bowman and Medina,Welded Wire Fence,2023-07-19,624.85,2.66,92.68,100,22,10,745.19,819.7090000000001,18033.598,Accepted
Price-Lee,Welded Wire Fence,2023-04-18,609.94,2.38,84.19,75,51,12,715.26,801.0912,40855.6512,Rejected
Davis Group,Welded Wire Fence,2023-09-13,605.38,3.55,83.19,100,108,12,717.1199999999999,803.1743999999999,86742.83519999999,Rejected
Malone-Webb,Welded Wire Fence,2023-02-28,605.51,2.45,85.97,50,34,12,706.4300000000001,791.2016000000001,26900.854400000004,Rejected
Harris Inc,Welded Wire Fence,2023-06-09,626.79,2.08,93.4,100,95,12,747.27,836.9424,79509.528,Negotiation
Chavez LLC,Welded Wire Fence,2023-03-12,608.21,2.73,92.15,75,42,12,721.84,808.4608000000001,33955.3536,Negotiation
Burns Smith and Santiago,Welded Wire Fence,2023-06-28,613.97,3.05,91.72,100,61,12,733.74,821.7888,50129.1168,Accepted
Bass and Sons,Welded Wire Fence,2023-05-31,609.83,2.79,80.2,75,128,12,711.57,796.9584000000001,102010.67520000001,Rejected
Wolfe Powell and Ortega,Welded Wire Fence,2023-03-19,607.73,3.78,89.47,75,96,12,719.73,806.0976,77385.3696,Accepted
